Id,drug,condition,numOfInstances,averageRating
3655,Dronabinol,"Nausea/Vomiting, Chemotherapy Induced",12,8.416666666666666
3656,Dronabinol,Anorexia,7,8.428571428571429
3657,Dronabinol,Post Traumatic Stress Disorde,5,8.4
3658,Dronabinol,AIDS Related Wasting,2,9.5
3659,Embeda,Chronic Pain,15,5.133333333333334
3660,Embeda,Pain,11,6.454545454545454
3661,Hydrochlorothiazide / losartan,High Blood Pressure,25,8.0
3662,Hydrochlorothiazide / losartan,Not Listed / Othe,1,8.0
3663,Fesoterodine,Overactive Bladde,24,5.625
3664,Fesoterodine,Urinary Incontinence,2,5.5
3665,Glucophage,"Diabetes, Type 2",19,6.315789473684211
3666,Glucophage,Polycystic Ovary Syndrome,4,8.25
3667,Glucophage,Insulin Resistance Syndrome,2,9.5
3668,Glucophage,emale Infertility,1,10.0
3669,Amlodipine / benazepril,High Blood Pressure,25,6.04
3670,Amlodipine / benazepril,Not Listed / Othe,1,7.0
3671,Exalgo,Chronic Pain,20,8.3
3672,Exalgo,Pain,6,7.333333333333333
3673,Zipsor,Pain,14,8.071428571428571
3674,Zipsor,Back Pain,10,7.2
3675,Zipsor,Muscle Pain,2,4.5
3676,Nicoderm CQ,Smoking Cessation,26,9.153846153846153
3677,Janumet,"Diabetes, Type 2",26,6.076923076923077
3678,Librax,Irritable Bowel Syndrome,23,9.130434782608695
3679,Librax,Peptic Ulce,1,8.0
3680,Librax,Enterocolitis,1,10.0
3681,Neupro,Restless Legs Syndrome,18,8.11111111111111
3682,Neupro,Parkinson's Disease,7,5.857142857142857
3683,Zetia,High Cholesterol,21,5.666666666666667
3684,Zetia,"High Cholesterol, Familial Heterozygous",4,7.5
3685,Tresiba,"Diabetes, Type 1",13,4.384615384615385
3686,Tresiba,"Diabetes, Type 2",12,7.25
3687,Methadose,Opiate Withdrawal,15,8.6
3688,Methadose,Pain,8,9.625
3689,Methadose,Chronic Pain,2,8.5
3690,Zyclara,Keratosis,25,7.28
3691,Zofran ODT,Nausea/Vomiting,22,7.7272727272727275
3692,Zofran ODT,Gastroenteritis,1,10.0
3693,Zofran ODT,"Nausea/Vomiting, Chemotherapy Induced",1,10.0
3694,Zofran ODT,"Nausea/Vomiting, Postoperative",1,10.0
3695,Dimethyl fumarate,Multiple Sclerosis,25,7.32
3696,Famciclovir,Cold Sores,15,8.666666666666666
3697,Famciclovir,Herpes Zoste,5,8.0
3698,Famciclovir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",3,9.333333333333334
3699,Famciclovir,"Herpes Simplex, Suppression",2,10.0
3700,Diamox,Pseudotumor Cerebri,16,6.8125
3701,Diamox,Glaucoma,7,5.857142857142857
3702,Diamox,Mountain Sickness / Altitude Sickness,1,10.0
3703,Diamox,Epilepsy,1,9.0
3704,Welchol,"Diarrhea, Chronic",12,9.75
3705,Welchol,High Cholesterol,7,7.571428571428571
3706,Welchol,"Diabetes, Type 2",4,3.5
3707,Welchol,"Hyperlipoproteinemia Type IIa, Elevated LDL",2,8.0
3708,Ranexa,Angina,25,7.52
3709,Ciprodex,Otitis Media,13,7.230769230769231
3710,Ciprodex,Otitis Externa,12,5.583333333333333
3711,Ketoconazole,Seborrheic Dermatitis,12,7.583333333333333
3712,Ketoconazole,Dandruff,5,7.4
3713,Ketoconazole,Tinea Versicol,3,6.666666666666667
3714,Ketoconazole,Tinea Corporis,2,5.5
3715,Ketoconazole,Not Listed / Othe,1,1.0
3716,Ketoconazole,Dermatophytosis,1,10.0
3717,Ketoconazole,Vaginal Yeast Infection,1,3.0
3718,Tofacitinib,Rheumatoid Arthritis,25,5.72
3719,Dulcolax Laxative,Constipation,22,7.2727272727272725
3720,Dulcolax Laxative,Bowel Preparation,3,3.6666666666666665
3721,Tikosyn,Arrhythmia,25,8.32
3722,Arthrotec,Osteoarthritis,16,8.875
3723,Arthrotec,Sciatica,5,9.2
3724,Arthrotec,Rheumatoid Arthritis,4,8.0
3725,Doxazosin,Benign Prostatic Hyperplasia,13,7.538461538461538
3726,Doxazosin,High Blood Pressure,9,7.333333333333333
3727,Doxazosin,Not Listed / Othe,2,5.0
3728,Seasonale,Birth Control,20,5.95
3729,Seasonale,Endometriosis,2,7.0
3730,Seasonale,Abnormal Uterine Bleeding,1,6.0
3731,Seasonale,Ovarian Cysts,1,4.0
3732,Monodox,Acne,23,7.913043478260869
3733,Monodox,Rosacea,1,10.0
3734,Plavix,Heart Attack,12,9.0
3735,Plavix,Ischemic Stroke,5,7.6
3736,Plavix,Peripheral Arterial Disease,2,10.0
3737,Plavix,Platelet Aggregation Inhibition,2,8.5
3738,Plavix,Transient Ischemic Attack,1,5.0
3739,Plavix,Acute Coronary Syndrome,1,9.0
3740,Plavix,Percutaneous Coronary Intervention,1,7.0
3741,Naratriptan,Migraine,24,8.875
3742,Pioglitazone,"Diabetes, Type 2",24,4.333333333333333
3743,Desonide,Eczema,15,9.533333333333333
3744,Desonide,Dermatitis,5,7.4
3745,Desonide,Psoriasis,2,8.5
3746,Desonide,Atopic Dermatitis,2,10.0
3747,Robaxin-750,Muscle Spasm,22,4.909090909090909
3748,Robaxin-750,Opiate Withdrawal,2,9.5
3749,Trospium,Overactive Bladde,16,7.0625
3750,Trospium,Urinary Incontinence,6,7.333333333333333
3751,Trospium,Interstitial Cystitis,2,10.0
3752,Tecfidera,Multiple Sclerosis,24,7.958333333333333
3753,Benzoyl peroxide / erythromycin,Acne,24,8.75
3754,Pravastatin,High Cholesterol,22,4.681818181818182
3755,Pravastatin,"Hyperlipoproteinemia Type IIa, Elevated LDL",1,2.0
3756,Pravastatin,"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",1,5.0
3757,Dulera,Asthma,17,5.823529411764706
3758,Dulera,"Asthma, Maintenance",7,4.285714285714286
3759,Sklice,Head Lice,24,7.166666666666667
3760,Ceftin,Sinusitis,8,8.5
3761,Ceftin,Lyme Disease,5,8.0
3762,Ceftin,Pneumonia,3,9.0
3763,Ceftin,Bronchitis,2,6.0
3764,Ceftin,Tonsillitis/Pharyngitis,2,9.0
3765,Ceftin,Strep Throat,1,10.0
3766,Ceftin,Urinary Tract Infection,1,9.0
3767,Ceftin,Bladder Infection,1,10.0
3768,Ceftin,Upper Respiratory Tract Infection,1,9.0
3769,Hydromet,Cough,24,8.291666666666666
3770,Terazosin,Benign Prostatic Hyperplasia,16,7.1875
3771,Terazosin,High Blood Pressure,5,7.0
3772,Terazosin,Hyperhidrosis,3,8.333333333333334
3773,Fexofenadine / pseudoephedrine,Allergic Rhinitis,22,7.7727272727272725
3774,Fexofenadine / pseudoephedrine,Not Listed / Othe,1,10.0
3775,Teriflunomide,Multiple Sclerosis,24,5.916666666666667
3776,Unisom SleepTabs,Insomnia,24,6.708333333333333
3777,Phenylephrine,mulation) (phenylephrine),12,6.0
3778,Phenylephrine,Nasal Congestion,11,8.545454545454545
3779,Phenylephrine,Eye Redness,1,10.0
3780,Clobex,Psoriasis,17,8.764705882352942
3781,Clobex,Dermatitis,2,10.0
3782,Clobex,Atopic Dermatitis,2,9.5
3783,Clobex,Eczema,1,10.0
3784,Clobex,Lichen Sclerosus,1,10.0
3785,Clobex,Lichen Planus,1,10.0
3786,Gildess Fe 1.5 / 30,Birth Control,18,4.888888888888889
3787,Gildess Fe 1.5 / 30,Acne,4,4.5
3788,Gildess Fe 1.5 / 30,Abnormal Uterine Bleeding,2,4.5
3789,Methamphetamine,ADHD,23,8.565217391304348
3790,Methamphetamine,Obesity,1,10.0
3791,Ibandronate,Osteoporosis,21,4.761904761904762
3792,Ibandronate,Prevention of Osteoporosis,2,5.5
3793,Acetaminophen / diphenhydramine,Insomnia,13,6.384615384615385
3794,Acetaminophen / diphenhydramine,Headache,6,5.166666666666667
3795,Acetaminophen / diphenhydramine,Pain,4,9.25
3796,Prilosec,GERD,16,7.3125
3797,Prilosec,Erosive Esophagitis,2,9.0
3798,Prilosec,Indigestion,1,7.0
3799,Prilosec,Barrett's Esophagus,1,10.0
3800,Prilosec,Helicobacter Pylori Infection,1,8.0
3801,Prilosec,Duodenal Ulce,1,8.0
3802,Prilosec,Stomach Ulce,1,1.0
3803,Iloperidone,Bipolar Disorde,9,8.555555555555555
3804,Iloperidone,Schizophrenia,8,6.875
3805,Iloperidone,Psychosis,5,6.2
3806,Elidel,Eczema,15,8.133333333333333
3807,Elidel,Atopic Dermatitis,7,8.142857142857142
3808,Elidel,Perioral Dermatitis,1,10.0
3809,Progesterone,Progesterone Insufficiency,11,6.454545454545454
3810,Progesterone,Perimenopausal Symptoms,4,7.0
3811,Progesterone,Amenorrhea,3,6.333333333333333
3812,Progesterone,"Endometrial Hyperplasia, Prophylaxis",2,8.5
3813,Progesterone,Premature Lab,1,6.0
3814,Progesterone,Uterine Bleeding,1,3.0
3815,Progesterone,Endometriosis,1,7.0
3816,Avapro,High Blood Pressure,23,4.956521739130435
3817,Zoladex,Endometriosis,17,5.705882352941177
3818,Zoladex,Prostate Cance,4,7.25
3819,Zoladex,"Breast Cancer, Palliative",2,6.5
3820,Liothyronine,Underactive Thyroid,18,7.166666666666667
3821,Liothyronine,"Hypothyroidism, After Thyroid Removal",5,9.6
3822,Goserelin,Endometriosis,17,5.823529411764706
3823,Goserelin,Prostate Cance,5,7.8
3824,Goserelin,Bleeding Disorde,1,10.0
3825,Benzoyl peroxide,Acne,22,8.818181818181818
3826,Benzoyl peroxide,Not Listed / Othe,1,10.0
3827,Thorazine,Hiccups,11,8.272727272727273
3828,Thorazine,Light Sedation,3,7.0
3829,Thorazine,Schizophrenia,3,9.666666666666666
3830,Thorazine,Psychosis,2,5.5
3831,Thorazine,Mania,2,5.5
3832,Thorazine,Porphyria,1,7.0
3833,Thorazine,Nausea/Vomiting,1,9.0
3834,Paxil CR,Depression,10,6.5
3835,Paxil CR,Anxiety,6,8.666666666666666
3836,Paxil CR,Generalized Anxiety Disorde,3,6.666666666666667
3837,Paxil CR,Panic Disorde,3,5.666666666666667
3838,Paxil CR,Premenstrual Dysphoric Disorde,1,9.0
3839,Ibuprofen / pseudoephedrine,Sinus Symptoms,23,8.565217391304348
3840,Dronedarone,Atrial Fibrillation,21,6.142857142857143
3841,Dronedarone,Atrial Flutte,2,4.0
3842,Relistor,"Constipation, Drug Induced",20,6.8
3843,Relistor,Opioid-Induced Constipation,3,6.333333333333333
3844,Taltz,Plaque Psoriasis,23,7.304347826086956
3845,Claritin-D,Nasal Congestion,17,7.529411764705882
3846,Claritin-D,Allergic Rhinitis,6,4.666666666666667
3847,Alirocumab,High Cholesterol,13,6.153846153846154
3848,Alirocumab,"High Cholesterol, Familial Heterozygous",6,7.833333333333333
3849,Alirocumab,"High Cholesterol, Familial Homozygous",2,5.5
3850,Alirocumab,Cardiovascular Risk Reduction,1,9.0
3851,Aubagio,Multiple Sclerosis,22,5.636363636363637
3852,Necon 1 / 35,Birth Control,14,6.357142857142857
3853,Necon 1 / 35,Abnormal Uterine Bleeding,3,7.666666666666667
3854,Necon 1 / 35,Menstrual Disorders,2,4.5
3855,Necon 1 / 35,Polycystic Ovary Syndrome,2,6.0
3856,Necon 1 / 35,Endometriosis,1,8.0
3857,Capecitabine,Colorectal Cance,10,8.6
3858,Capecitabine,"Breast Cancer, Metastatic",8,6.125
3859,Capecitabine,Breast Cance,3,5.333333333333333
3860,Capecitabine,Stomach Cance,1,10.0
3861,Albuterol / ipratropium,"COPD, Maintenance",21,7.0
3862,Nalbuphine,Pain,22,7.545454545454546
3863,Neulasta,Neutropenia Associated with Chemotherapy,22,6.590909090909091
3864,Lasix,Edema,16,7.25
3865,Lasix,High Blood Pressure,5,6.8
3866,Lasix,Heart Failure,1,9.0
3867,Methadone Diskets,Opiate Withdrawal,12,9.166666666666666
3868,Methadone Diskets,Chronic Pain,7,9.714285714285714
3869,Methadone Diskets,Pain,3,8.666666666666666
3870,Trolamine salicylate,Pain,12,8.5
3871,Trolamine salicylate,Osteoarthritis,4,8.25
3872,Trolamine salicylate,Back Pain,3,6.0
3873,Trolamine salicylate,Bursitis,1,7.0
3874,Trolamine salicylate,Rheumatoid Arthritis,1,1.0
3875,Nefazodone,Depression,16,8.9375
3876,Nefazodone,Major Depressive Disorde,2,9.5
3877,Nefazodone,Anxiety,2,5.0
3878,Nefazodone,Panic Disorde,1,10.0
3879,Tarceva,Non-Small Cell Lung Cance,22,9.0
3880,Elocon,Eczema,11,9.090909090909092
3881,Elocon,Psoriasis,8,9.875
3882,Elocon,Atopic Dermatitis,3,9.666666666666666
3883,Estring,Atrophic Vaginitis,20,6.25
3884,Estring,Atrophic Urethritis,1,10.0
3885,Estring,Hypoestrogenism,1,10.0
3886,Alendronate,Osteoporosis,16,3.0625
3887,Alendronate,Prevention of Osteoporosis,6,2.6666666666666665
3888,Crisaborole,Atopic Dermatitis,22,6.636363636363637
3889,Actos,"Diabetes, Type 2",22,4.863636363636363
3890,Erlotinib,Non-Small Cell Lung Cance,21,9.523809523809524
3891,Erlotinib,Pancreatic Cance,1,5.0
3892,Gleevec,Chronic Myelogenous Leukemia,16,8.8125
3893,Gleevec,Gastrointestinal Stromal Tum,4,8.75
3894,Gleevec,Acute Lymphoblastic Leukemia,1,10.0
3895,Gleevec,Chronic Eosinophilic Leukemia,1,8.0
3896,Dihydroergotamine,Migraine,18,7.277777777777778
3897,Dihydroergotamine,Cluster Headaches,4,9.5
3898,Telmisartan,High Blood Pressure,20,6.45
3899,Telmisartan,Prevention of Cardiovascular Disease,1,6.0
3900,Efudex,Keratosis,11,7.636363636363637
3901,Efudex,Skin Cance,5,7.8
3902,Efudex,Basal Cell Carcinoma,3,8.333333333333334
3903,Efudex,Actinic Keratosis,3,4.333333333333333
3904,Versed,Light Sedation,12,4.833333333333333
3905,Versed,Light Anesthesia,10,3.7
3906,Omega-3 polyunsaturated fatty acids,Dietary Supplementation,9,4.888888888888889
3907,Omega-3 polyunsaturated fatty acids,Hypertriglyceridemia,6,8.166666666666666
3908,Omega-3 polyunsaturated fatty acids,ADHD,4,8.0
3909,Yuvafem,Atrophic Vaginitis,19,2.3157894736842106
3910,Yuvafem,Atrophic Urethritis,2,3.0
3911,Cheratussin AC,Cough,21,5.571428571428571
3912,Isosorbide mononitrate,Angina Pectoris Prophylaxis,9,6.111111111111111
3913,Isosorbide mononitrate,Angina,8,3.25
3914,Isosorbide mononitrate,Heart Failure,3,6.333333333333333
3915,Isosorbide mononitrate,Esophageal Spasm,1,10.0
3916,Methylnaltrexone,"Constipation, Drug Induced",19,7.2105263157894735
3917,Methylnaltrexone,Opioid-Induced Constipation,1,8.0
3918,Methylnaltrexone,"Constipation, Chronic",1,8.0
3919,Avonex,Multiple Sclerosis,21,7.238095238095238
3920,Avinza,Pain,19,8.31578947368421
3921,Avinza,Chronic Pain,2,5.0
3922,Dutasteride,Benign Prostatic Hyperplasia,21,7.9523809523809526
3923,Orencia,Rheumatoid Arthritis,19,6.684210526315789
3924,Orencia,Juvenile Idiopathic Arthritis,2,7.0
3925,Esomeprazole / naproxen,Osteoarthritis,11,7.090909090909091
3926,Esomeprazole / naproxen,Rheumatoid Arthritis,4,9.5
3927,Esomeprazole / naproxen,Ankylosing Spondylitis,3,6.666666666666667
3928,Esomeprazole / naproxen,NSAID-Induced Ulcer Prophylaxis,1,10.0
3929,Brisdelle,Hot Flashes,20,6.7
3930,Brisdelle,Postmenopausal Symptoms,1,7.0
3931,Carafate,GERD,8,6.5
3932,Carafate,Stomach Ulce,7,6.714285714285714
3933,Carafate,Duodenal Ulce,5,9.2
3934,Carafate,Stress Ulcer Prophylaxis,1,10.0
3935,Cataflam,Period Pain,9,8.555555555555555
3936,Cataflam,Back Pain,5,8.8
3937,Cataflam,Pain,4,9.75
3938,Cataflam,Osteoarthritis,2,9.5
3939,Cataflam,Ankylosing Spondylitis,1,10.0
3940,Levoxyl,Underactive Thyroid,11,7.2727272727272725
3941,Levoxyl,"Hypothyroidism, After Thyroid Removal",5,7.4
3942,Levoxyl,Hashimoto's disease,4,7.75
3943,Levoxyl,TSH Suppression,1,5.0
3944,Orphenadrine,Muscle Spasm,16,8.0
3945,Orphenadrine,Migraine,5,6.6
3946,Tradjenta,"Diabetes, Type 2",21,4.380952380952381
3947,Tarina Fe 1 / 20,Birth Control,21,5.0476190476190474
3948,Eucrisa,Atopic Dermatitis,21,6.904761904761905
3949,Synvisc,Osteoarthritis,21,5.666666666666667
3950,Pyridostigmine,Myasthenia Gravis,15,7.133333333333334
3951,Pyridostigmine,Dysautonomia,5,7.0
3952,Pyridostigmine,Reversal of Nondepolarizing Muscle Relaxants,1,1.0
3953,Imatinib,Chronic Myelogenous Leukemia,16,8.75
3954,Imatinib,Gastrointestinal Stromal Tum,2,9.0
3955,Imatinib,Acute Lymphoblastic Leukemia,1,10.0
3956,Imatinib,Chronic Eosinophilic Leukemia,1,8.0
3957,Imatinib,Myeloproliferative Disorders,1,10.0
3958,MetroGel-Vaginal,Bacterial Vaginitis,21,6.380952380952381
3959,Pimecrolimus,Eczema,14,7.5
3960,Pimecrolimus,Atopic Dermatitis,4,7.0
3961,Pimecrolimus,Perioral Dermatitis,3,6.666666666666667
3962,Amnesteem,Acne,21,7.809523809523809
3963,Kapidex,GERD,12,8.833333333333334
3964,Kapidex,Barrett's Esophagus,5,8.0
3965,Kapidex,Erosive Esophagitis,3,9.0
3966,Clozapine,Schizophrenia,16,8.8125
3967,Clozapine,Borderline Personality Disorde,3,7.333333333333333
3968,Clozapine,Paranoid Disorde,1,9.0
3969,Zantac,GERD,13,7.230769230769231
3970,Zantac,Gastric Ulcer Maintenance Treatment,3,10.0
3971,Zantac,Indigestion,2,10.0
3972,Zantac,Erosive Esophagitis,1,10.0
3973,Zantac,Eczema,1,10.0
3974,Nystatin,Oral Thrush,11,8.0
3975,Nystatin,Cutaneous Candidiasis,6,8.833333333333334
3976,Nystatin,Vaginal Yeast Infection,3,7.0
3977,Clorazepate,Anxiety,18,8.833333333333334
3978,Clorazepate,Alcohol Withdrawal,1,10.0
3979,Clorazepate,Seizure Prevention,1,5.0
3980,Aspirin,Back Pain,5,7.6
3981,Aspirin,Pain,5,7.8
3982,Aspirin,Rheumatoid Arthritis,2,10.0
3983,Aspirin,Sciatica,2,7.5
3984,Aspirin,eve,1,10.0
3985,Aspirin,Angina,1,10.0
3986,Aspirin,Osteoarthritis,1,8.0
3987,Aspirin,Transient Ischemic Attack,1,10.0
3988,Aspirin,Thromboembolic Stroke Prophylaxis,1,9.0
3989,Aspirin,Heart Attack,1,9.0
3990,Invega Sustenna,Schizophrenia,13,6.615384615384615
3991,Invega Sustenna,Schizoaffective Disorde,7,6.571428571428571
3992,Elbasvir / grazoprevir,Hepatitis C,20,8.7
3993,Praluent,High Cholesterol,12,6.333333333333333
3994,Praluent,"High Cholesterol, Familial Heterozygous",5,8.0
3995,Praluent,"High Cholesterol, Familial Homozygous",2,5.5
3996,Praluent,Cardiovascular Risk Reduction,1,9.0
3997,Chlorpheniramine,Allergic Rhinitis,10,9.4
3998,Chlorpheniramine,Allergic Reactions,6,9.166666666666666
3999,Chlorpheniramine,Urticaria,3,6.0
4000,Chlorpheniramine,Cold Symptoms,1,9.0
4001,Axert,Migraine,20,9.25
4002,Velivet,Birth Control,20,5.85
4003,Nadolol,Migraine Prevention,10,7.3
4004,Nadolol,Benign Essential Trem,3,9.666666666666666
4005,Nadolol,Esophageal Variceal Hemorrhage Prophylaxis,3,9.0
4006,Nadolol,Supraventricular Tachycardia,2,9.0
4007,Nadolol,Angina,1,10.0
4008,Nadolol,Anxiety,1,6.0
4009,Amantadine,Parkinson's Disease,7,7.142857142857143
4010,Amantadine,ADHD,3,8.666666666666666
4011,Amantadine,Chronic Fatigue Syndrome,2,9.0
4012,Amantadine,atigue,2,5.0
4013,Amantadine,Extrapyramidal Reaction,2,7.0
4014,Amantadine,Multiple Sclerosis,2,1.0
4015,Amantadine,Head Injury,2,7.0
4016,Protopic,Atopic Dermatitis,20,7.35
4017,Aspirin / butalbital / caffeine / codeine,Headache,19,9.578947368421053
4018,Prednisolone,Inflammatory Conditions,6,4.166666666666667
4019,Prednisolone,Dermatitis,5,7.8
4020,Prednisolone,"Asthma, acute",4,6.5
4021,Prednisolone,Postoperative Ocular Inflammation,3,2.0
4022,Prednisolone,Nephrotic Syndrome,1,9.0
4023,Prednisolone,Immunosuppression,1,6.0
4024,Lantus,"Diabetes, Type 2",15,6.933333333333334
4025,Lantus,"Diabetes, Type 1",5,8.4
4026,Indocin,"Gout, Acute",9,8.777777777777779
4027,Indocin,Pain,3,7.0
4028,Indocin,Bursitis,2,5.5
4029,Indocin,Back Pain,2,6.5
4030,Indocin,Rheumatoid Arthritis,1,8.0
4031,Indocin,Ankylosing Spondylitis,1,10.0
4032,Indocin,Osteoarthritis,1,9.0
4033,Indocin,zen Shoulde,1,10.0
4034,Ixekizumab,Plaque Psoriasis,20,7.2
4035,Tekturna,High Blood Pressure,20,7.3
4036,Ultracet,Pain,19,8.473684210526315
4037,Ultracet,Rheumatoid Arthritis,1,9.0
4038,Linagliptin,"Diabetes, Type 2",18,4.333333333333333
4039,Emetrol,Nausea/Vomiting,19,9.263157894736842
4040,Betamethasone,Dermatological Disorders,9,9.333333333333334
4041,Betamethasone,Dermatitis,5,9.6
4042,Betamethasone,Atopic Dermatitis,3,8.333333333333334
4043,Betamethasone,Lichen Sclerosus,1,9.0
4044,Betamethasone,Inflammatory Conditions,1,9.0
4045,Ticagrelor,Acute Coronary Syndrome,16,5.0
4046,Ticagrelor,Prevention of Atherothrombotic Events,3,5.0
4047,CellCept,"Organ Transplant, Rejection Prophylaxis",7,8.142857142857142
4048,CellCept,Myasthenia Gravis,4,8.5
4049,CellCept,Systemic Lupus Erythematosus,3,8.666666666666666
4050,CellCept,Nephrotic Syndrome,2,9.5
4051,CellCept,Rheumatoid Arthritis,1,9.0
4052,CellCept,Autoimmune Hepatitis,1,10.0
4053,CellCept,Uveitis,1,9.0
4054,Hydrochlorothiazide / olmesartan,High Blood Pressure,17,7.294117647058823
4055,Hydrochlorothiazide / olmesartan,Not Listed / Othe,1,10.0
4056,Nivolumab,Non-Small Cell Lung Cance,14,5.357142857142857
4057,Nivolumab,Renal Cell Carcinoma,3,4.0
4058,Nivolumab,Melanoma,1,1.0
4059,Nivolumab,Hodgkin's Lymphoma,1,10.0
4060,Abatacept,Rheumatoid Arthritis,17,7.176470588235294
4061,Abatacept,Juvenile Idiopathic Arthritis,2,7.0
4062,Pegfilgrastim,Neutropenia Associated with Chemotherapy,19,6.368421052631579
4063,Podofilox,Condylomata Acuminata,19,7.842105263157895
4064,Naprosyn,Osteoarthritis,5,6.0
4065,Naprosyn,Pain,4,6.75
4066,Naprosyn,Tendonitis,3,6.333333333333333
4067,Naprosyn,Costochondritis,2,10.0
4068,Naprosyn,Sciatica,1,10.0
4069,Naprosyn,Back Pain,1,9.0
4070,Naprosyn,"Gout, Acute",1,10.0
4071,Naprosyn,Chronic Myofascial Pain,1,3.0
4072,Naprosyn,Muscle Pain,1,8.0
4073,Almotriptan,Migraine,19,8.789473684210526
4074,Edex,Erectile Dysfunction,19,8.578947368421053
4075,Previfem,Birth Control,11,5.090909090909091
4076,Previfem,Abnormal Uterine Bleeding,6,5.666666666666667
4077,Previfem,Endometriosis,1,9.0
4078,Previfem,Ovarian Cysts,1,8.0
4079,Septra DS,Urinary Tract Infection,9,7.222222222222222
4080,Septra DS,Upper Respiratory Tract Infection,2,9.0
4081,Septra DS,Bacterial Skin Infection,2,5.5
4082,Septra DS,Kidney Infections,2,5.5
4083,Septra DS,Bacterial Infection,1,4.0
4084,Septra DS,Otitis Media,1,8.0
4085,Septra DS,Prostatitis,1,1.0
4086,Septra DS,Sinusitis,1,1.0
4087,Caffeine / ergotamine,Migraine,15,9.0
4088,Caffeine / ergotamine,Cluster Headaches,4,8.5
4089,Ciprofloxacin / dexamethasone,Otitis Externa,9,4.444444444444445
4090,Ciprofloxacin / dexamethasone,Otitis Media,9,6.333333333333333
4091,Boniva,Osteoporosis,17,5.823529411764706
4092,Boniva,Prevention of Osteoporosis,2,2.0
4093,Erythromycin,Upper Respiratory Tract Infection,5,7.6
4094,Erythromycin,Dental Abscess,4,3.5
4095,Erythromycin,Pharyngitis,3,7.666666666666667
4096,Erythromycin,Bronchitis,2,6.5
4097,Erythromycin,"Conjunctivitis, Bacterial",1,8.0
4098,Erythromycin,Otitis Media,1,7.0
4099,Erythromycin,Strep Throat,1,10.0
4100,Erythromycin,Skin or Soft Tissue Infection,1,5.0
4101,Erythromycin,Acne,1,10.0
4102,Haldol,Psychosis,7,8.571428571428571
4103,Haldol,Nausea/Vomiting,6,2.6666666666666665
4104,Haldol,Mania,3,2.6666666666666665
4105,Haldol,Tourette's Syndrome,1,1.0
4106,Haldol,ICU Agitation,1,6.0
4107,Haldol,Dementia,1,1.0
4108,Ultram ER,Pain,8,7.875
4109,Ultram ER,ibromyalgia,4,7.25
4110,Ultram ER,Chronic Pain,3,9.0
4111,Ultram ER,Back Pain,2,8.5
4112,Ultram ER,Restless Legs Syndrome,2,5.5
4113,Avodart,Benign Prostatic Hyperplasia,19,7.368421052631579
4114,Niaspan,High Cholesterol,17,5.176470588235294
4115,Niaspan,Hyperlipoproteinemia,1,9.0
4116,Niaspan,"Hyperlipoproteinemia Type IV, Elevated VLDL",1,8.0
4117,Staxyn,Erectile Dysfunction,18,9.0
4118,Vancomycin,Bacterial Infection,5,7.4
4119,Vancomycin,Clostridial Infection,4,7.0
4120,Vancomycin,Bone infection,2,4.0
4121,Vancomycin,Pneumonia,2,9.0
4122,Vancomycin,Not Listed / Othe,1,3.0
4123,Vancomycin,Sepsis,1,2.0
4124,Vancomycin,Methicillin-Resistant Staphylococcus Aureus Infection,1,10.0
